id;phase;actualDuration;baseDuration;startTime;commitTime;
dom-core-form;mount;243.3549957931973;194.23499621916562;3459.7300000023097;3739.0100000193343
dom-core-form;update;0.7099999929778278;194.26999625284225;3897.174999990966;3899.0600000252016
dom-core-form;update;0.09499990846961737;194.26999625284225;3903.1400000094436;3904.4250000151806
dom-core-store;get-render-tree;2.3350000265054405;;3417.959999991581;
dom-core-test;tick;;;14207.315000006929;
dom-core-form;update;139.70500003779307;118.57499898178503;14543.149999983143;14710.049999994226
dom-core-form;update;0.3700000233948231;118.40499902609736;14810.370000021067;14811.579999979585
dom-core-form;update;0.019999919459223747;118.40499902609736;14818.52999998955;14819.565000012517
dom-core-store;get-render-tree;0.9749999735504389;;14508.335000020452;
dom-core-test;tick;;;14820.294999983162;
dom-core-form;update;121.45500158658251;109.0350016602315;15147.999999986496;15294.980000006035
dom-core-store;get-render-tree;0.9449999779462814;;15120.86000002455;
dom-core-test;tick;;;15366.515000001527;
dom-core-form;update;127.39499844610691;113.55499853380024;15688.359999970999;15842.95000002021
dom-core-store;get-render-tree;1.0899999761022627;;15667.780000017956;
dom-core-test;tick;;;15906.529999978375;
dom-core-form;update;111.84499860974029;101.68499842984602;16225.42999999132;16367.384999990463
dom-core-store;get-render-tree;1.0899999761022627;;16207.760000019334;
dom-core-test;tick;;;16431.065000011586;
dom-core-form;update;102.38000279059634;92.60000352514908;16745.050000026822;16873.964999977034
dom-core-store;get-render-tree;1.0950000141747296;;16731.749999977183;
dom-core-test;tick;;;16942.029999976512;
dom-core-form;update;103.49999979371205;93.38499937439337;17255.95500000054;17386.304999992717
dom-core-store;get-render-tree;1.1700000031851232;;17243.399999977555;
dom-core-test;tick;;;17454.819999984466;
dom-core-form;update;98.12500007683411;88.05000089341775;17771.5549999848;17898.99499999592
dom-core-store;get-render-tree;1.0450000409036875;;17755.7299999753;
dom-core-test;tick;;;17971.079999988433;
dom-core-form;update;94.61999835912138;84.37999914167449;18283.24000001885;18406.780000019353
dom-core-store;get-render-tree;1.0349999647587538;;18271.62000001408;
dom-core-test;tick;;;18479.34499999974;
dom-core-form;update;98.73000165680423;88.79500027978793;18792.914999998175;18921.129999973346
dom-core-store;get-render-tree;1.1449999874457717;;18779.964999994263;
dom-core-test;tick;;;18985.044999979436;
dom-core-form;update;95.7249995553866;86.38999873073772;19304.550000000745;19425.8999999729
dom-core-store;get-render-tree;1.1599999852478504;;19285.875000001397;
dom-core-test;tick;;;19493.610000004992;
dom-core-form;update;97.28500252822414;87.13000180432573;19806.604999990668;19930.509999976493
dom-core-store;get-render-tree;1.179999962914735;;19794.745000021067;
dom-core-test;tick;;;19999.580000003334;
dom-core-form;update;93.38000323623419;83.50000268546864;20312.679999973625;20435.67500001518
dom-core-store;get-render-tree;1.1550000053830445;;20300.14000000665;
dom-core-test;tick;;;20502.319999970496;
dom-core-form;update;97.62000129558146;87.6700000371784;20817.250000021886;20941.86500000069
dom-core-store;get-render-tree;1.0449999826960266;;20803.750000020955;
dom-core-test;tick;;;21010.64499997301;
dom-core-form;update;93.67000072961673;84.08500085351989;21321.705000009388;21441.195000021253
dom-core-store;get-render-tree;0.5700000328943133;;21311.479999974836;
dom-core-test;tick;;;21511.089999985415;
dom-core-form;update;95.95500002615154;86.1849999637343;21823.34499998251;21946.12999999663
dom-core-store;get-render-tree;1.0400000028312206;;21811.739999975543;
dom-core-test;tick;;;22012.824999983422;
dom-core-form;update;95.5700000631623;82.98999862745404;22326.690000016242;22448.58500000555
dom-core-store;get-render-tree;1.2950000236742198;;22313.804999983404;
dom-core-test;tick;;;22516.07499999227;
dom-core-form;update;90.44500015443191;81.28499973099679;22828.544999996666;22944.224999984726
dom-core-store;get-render-tree;1.1350000277161598;;22816.76499999594;
dom-core-test;tick;;;23016.87499997206;
dom-core-form;update;93.88000139733776;84.00000084657222;23330.384999979287;23450.78499999363
dom-core-store;get-render-tree;1.1700000031851232;;23317.909999983385;
dom-core-test;tick;;;23517.700000025798;
dom-core-form;update;95.5150019726716;85.50500142155215;23832.270000013523;23954.46500001708
dom-core-store;get-render-tree;2.9249999788589776;;23818.900000012945;
dom-core-test;tick;;;24021.560000022873;
dom-core-form;update;92.44500059867278;82.54000160377473;24336.055000021588;24454.380000010133
dom-core-store;get-render-tree;0.9549999958835542;;24322.655000025406;
dom-core-test;tick;;;24523.19500001613;
dom-core-form;update;93.2000009343028;83.3600020268932;24837.939999997616;24957.63999997871
dom-core-store;get-render-tree;0.8549999911338091;;24823.749999981374;
dom-core-test;tick;;;25027.524999983143;
dom-core-form;update;170.01000075833872;155.15500027686357;25421.63499997696;25631.074999982957
dom-core-store;get-render-tree;0.539999979082495;;25330.98000002792;
dom-core-test;tick;;;25802.269999985583;
dom-core-form;update;101.05500067584217;90.59500036528334;26115.02000002656;26242.124999989755
dom-core-store;get-render-tree;0.9800000116229057;;26103.750000009313;
dom-core-test;tick;;;26308.08500002604;
dom-core-form;update;96.33000096073374;83.05500156711787;26620.09500002023;26742.250000010245
dom-core-store;get-render-tree;0.9950000094249845;;26608.895000012126;
dom-core-test;tick;;;26809.1199999908;
dom-core-form;update;87.16500055743381;77.30499951867387;27125.660000019707;27241.649999981746
dom-core-store;get-render-tree;0.9999999892897904;;27110.110000008717;
dom-core-test;tick;;;27309.854999999516;
dom-core-form;update;88.48999929614365;78.78499862272292;27624.729999981355;27737.910000025295
dom-core-store;get-render-tree;1.025000005029142;;27611.109999998007;
dom-core-test;tick;;;27810.8099999954;
dom-core-form;update;94.68000021297485;84.44500004407018;28122.770000016317;28243.17999999039
dom-core-store;get-render-tree;0.910000002477318;;28111.74000002211;
dom-core-test;tick;;;28672.14999999851;
dom-core-form;update;102.14999940944836;90.40499990805984;28984.33499998646;29117.70499998238
dom-core-store;get-render-tree;0.6649999995715916;;28972.844999982044;
dom-core-test;tick;;;29186.905000009574;
dom-core-form;update;91.14500065334141;81.10500092152506;29499.469999980647;29615.494999976363
dom-core-store;get-render-tree;0.8900000248104334;;29487.734999973327;
dom-core-test;tick;;;29687.570000009146;
dom-core-form;update;96.95000079227611;83.61000061267987;29996.979999996256;30120.66000001505
dom-core-store;get-render-tree;0.4700000281445682;;29987.96499997843;
dom-core-test;tick;;;30196.515000017826;
dom-core-form;update;93.13000115798786;83.28000124311075;30508.024999988265;30626.61500001559
dom-core-store;get-render-tree;1.0149999870918691;;30497.065000003204;
dom-core-test;tick;;;30697.425000020303;
dom-core-form;update;94.98500090558082;84.29500053171068;31007.12000002386;31128.904999990482
dom-core-store;get-render-tree;0.4449999541975558;;30998.505000025034;
dom-core-test;tick;;;31212.66000001924;
dom-core-form;update;90.79999942332506;81.17000031052157;31524.32000002591;31640.55000001099
dom-core-store;get-render-tree;1.025000005029142;;31513.58500000788;
dom-core-test;tick;;;31713.690000004135;
dom-core-form;update;99.56999908899888;88.55499909259379;32024.815000011586;32152.23499998683
dom-core-store;get-render-tree;0.484999967738986;;32015.45000000624;
dom-core-test;tick;;;32228.639999986626;
